user_id,age,district,free_text,future_anxiety,employment_burden,outside_burden,social_burden,energy_level,daily_rhythm_level,preferred_contact_mode,interests,max_outdoor_minutes,budget_limit,has_support_person,current_stage_label,created_at
user_0023,37,연수구,짧은 글쓰기나 디자인 과제처럼 작은 결과물을 만들어보고 싶어요.,5,5,1,1,3,4,low_contact,"[""data"", ""craft"", ""design"", ""IT""]",0,10000,True,,2026-06-05T07:26:57.175162+00:00
user_0024,32,부평구,청년공간이 궁금하지만 처음 방문하는 게 조금 어색합니다.,4,5,2,3,5,5,small_group,"[""design"", ""public_policy"", ""craft""]",30,20000,True,,2026-06-05T07:26:57.175168+00:00
user_0025,37,옹진군,가족이 걱정해서 도움을 알아보라고 했는데 상담부터 시작하기는 어렵습니다.,5,4,4,2,4,5,online,"[""public_policy"", ""IT"", ""library""]",90,10000,False,,2026-06-05T07:26:57.175175+00:00
user_0026,19,중구,진로를 다시 생각해보고 싶은데 바로 교육 신청은 부담스럽습니다.,4,4,5,2,2,1,online,"[""IT"", ""data"", ""writing""]",90,20000,False,,2026-06-05T07:26:57.175183+00:00
user_0027,32,연수구,도서관이나 전시처럼 혼자 갈 수 있는 곳이면 조금 가능할 것 같아요.,5,5,5,5,1,1,online,"[""culture"", ""design""]",90,0,False,,2026-06-05T07:26:57.175189+00:00
user_0028,26,남동구,문화행사나 공모전 주제로 작은 포트폴리오를 만들고 싶습니다.,5,4,5,4,1,2,small_group,"[""writing"", ""media"", ""craft"", ""data""]",20,5000,False,,2026-06-05T07:26:57.175196+00:00
user_0029,31,미추홀구,진로를 다시 생각해보고 싶은데 바로 교육 신청은 부담스럽습니다.,4,4,2,3,3,4,online,"[""writing"", ""IT""]",10,10000,False,,2026-06-05T07:26:57.175201+00:00
user_0030,31,계양구,진로를 다시 생각해보고 싶은데 바로 교육 신청은 부담스럽습니다.,5,5,4,5,5,5,online,"[""media"", ""culture"", ""planning"", ""writing""]",90,0,True,,2026-06-05T07:26:57.175207+00:00
user_0031,37,옹진군,취업해야 하는데 자신이 없고 사람 만나는 것도 부담돼요. 요즘은 거의 집에만 있어요.,5,4,1,4,4,5,online,"[""writing"", ""craft"", ""culture"", ""IT""]",10,10000,True,,2026-06-05T07:26:57.175213+00:00
user_0032,32,남동구,밖에 나가는 건 어렵지만 오늘 할 수 있는 작은 준비부터 해보고 싶어요.,5,4,2,1,4,4,low_contact,"[""planning"", ""data"", ""library"", ""writing""]",90,0,False,,2026-06-05T07:26:57.175219+00:00
user_0033,23,연수구,도서관이나 전시처럼 혼자 갈 수 있는 곳이면 조금 가능할 것 같아요.,1,2,4,1,1,1,online,"[""data""]",90,0,False,,2026-06-05T07:26:57.175225+00:00
user_0034,37,계양구,청년공간이 궁금하지만 처음 방문하는 게 조금 어색합니다.,2,2,4,4,2,2,online,"[""public_policy""]",20,0,False,,2026-06-05T07:26:57.175230+00:00
user_0035,32,서구,밖에 나가는 건 어렵지만 오늘 할 수 있는 작은 준비부터 해보고 싶어요.,1,2,1,3,2,2,small_group,"[""planning"", ""design"", ""data"", ""culture""]",60,5000,False,,2026-06-05T07:26:57.175237+00:00
user_0036,26,동구,짧은 글쓰기나 디자인 과제처럼 작은 결과물을 만들어보고 싶어요.,3,3,2,4,4,5,small_group,"[""library"", ""public_policy"", ""planning"", ""data""]",90,0,False,,2026-06-05T07:26:57.175243+00:00
user_0037,29,남동구,짧은 글쓰기나 디자인 과제처럼 작은 결과물을 만들어보고 싶어요.,5,5,5,5,5,4,small_group,"[""planning"", ""public_policy""]",0,20000,False,,2026-06-05T07:26:57.175248+00:00
user_0038,31,연수구,짧은 글쓰기나 디자인 과제처럼 작은 결과물을 만들어보고 싶어요.,4,3,2,4,1,2,small_group,"[""culture"", ""design"", ""public_policy"", ""craft""]",45,10000,False,,2026-06-05T07:26:57.175254+00:00
user_0039,29,동구,도서관이나 전시처럼 혼자 갈 수 있는 곳이면 조금 가능할 것 같아요.,5,5,4,5,3,3,low_contact,"[""design"", ""IT""]",20,0,False,,2026-06-05T07:26:57.175260+00:00
user_0040,36,미추홀구,짧은 글쓰기나 디자인 과제처럼 작은 결과물을 만들어보고 싶어요.,2,2,5,5,3,3,online,"[""writing"", ""public_policy"", ""culture""]",0,0,False,,2026-06-05T07:26:57.175266+00:00
user_0041,34,동구,밖에 나가는 건 어렵지만 오늘 할 수 있는 작은 준비부터 해보고 싶어요.,5,5,5,1,2,2,low_contact,"[""culture"", ""public_policy""]",60,10000,True,,2026-06-05T07:26:57.175271+00:00
user_0042,33,남동구,청년공간이 궁금하지만 처음 방문하는 게 조금 어색합니다.,3,4,3,5,1,1,online,"[""data"", ""IT"", ""library"", ""craft""]",30,20000,False,,2026-06-05T07:26:57.175277+00:00
user_0043,36,동구,도서관이나 전시처럼 혼자 갈 수 있는 곳이면 조금 가능할 것 같아요.,3,3,1,2,5,5,online,"[""IT"", ""writing""]",0,10000,False,,2026-06-05T07:26:57.175282+00:00
user_0044,27,옹진군,진로를 다시 생각해보고 싶은데 바로 교육 신청은 부담스럽습니다.,4,4,4,4,5,5,small_group,"[""IT""]",60,0,False,,2026-06-05T07:26:57.175288+00:00
user_0045,28,계양구,짧은 글쓰기나 디자인 과제처럼 작은 결과물을 만들어보고 싶어요.,2,2,3,1,2,2,small_group,"[""media"", ""design"", ""data""]",90,10000,True,,2026-06-05T07:26:57.175294+00:00
user_0046,34,강화군,문화행사나 공모전 주제로 작은 포트폴리오를 만들고 싶습니다.,2,2,4,5,1,2,online,"[""data"", ""culture"", ""writing""]",30,0,False,,2026-06-05T07:26:57.175300+00:00
user_0047,34,남동구,청년공간이 궁금하지만 처음 방문하는 게 조금 어색합니다.,5,5,4,1,4,4,online,"[""planning"", ""library""]",0,10000,True,,2026-06-05T07:26:57.175306+00:00
user_0048,30,옹진군,문화행사나 공모전 주제로 작은 포트폴리오를 만들고 싶습니다.,4,5,3,1,3,4,small_group,"[""library"", ""culture"", ""IT"", ""public_policy""]",90,0,True,,2026-06-05T07:26:57.175312+00:00
user_0049,36,중구,청년공간이 궁금하지만 처음 방문하는 게 조금 어색합니다.,5,5,2,3,5,4,online,"[""writing"", ""public_policy""]",10,0,False,,2026-06-05T07:26:57.175317+00:00
user_0050,25,옹진군,도서관이나 전시처럼 혼자 갈 수 있는 곳이면 조금 가능할 것 같아요.,4,4,4,2,1,1,small_group,"[""IT"", ""media"", ""writing"", ""data""]",10,5000,False,,2026-06-05T07:26:57.175324+00:00
user_0051,29,강화군,청년공간이 궁금하지만 처음 방문하는 게 조금 어색합니다.,3,4,3,5,4,4,low_contact,"[""writing"", ""media"", ""craft"", ""data""]",90,5000,False,,2026-06-05T07:26:57.175329+00:00
user_0052,22,서구,밖에 나가는 건 어렵지만 오늘 할 수 있는 작은 준비부터 해보고 싶어요.,5,5,5,5,2,2,online,"[""culture"", ""writing"", ""planning"", ""library""]",90,0,False,,2026-06-05T07:26:57.175336+00:00
user_0053,36,계양구,가족이 걱정해서 도움을 알아보라고 했는데 상담부터 시작하기는 어렵습니다.,5,5,2,1,4,4,in_person,"[""planning""]",90,20000,True,,2026-06-05T07:26:57.175342+00:00
user_0054,24,남동구,취업해야 하는데 자신이 없고 사람 만나는 것도 부담돼요. 요즘은 거의 집에만 있어요.,2,3,2,3,1,1,online,"[""media""]",0,5000,False,,2026-06-05T07:26:57.175348+00:00
user_0055,21,옹진군,청년공간이 궁금하지만 처음 방문하는 게 조금 어색합니다.,5,5,3,3,3,2,small_group,"[""data"", ""writing"", ""craft"", ""design""]",20,10000,False,,2026-06-05T07:26:57.175353+00:00
user_0056,33,부평구,짧은 글쓰기나 디자인 과제처럼 작은 결과물을 만들어보고 싶어요.,5,5,3,3,2,3,online,"[""public_policy"", ""craft"", ""writing"", ""culture""]",60,5000,False,,2026-06-05T07:26:57.175359+00:00
user_0057,19,계양구,짧은 글쓰기나 디자인 과제처럼 작은 결과물을 만들어보고 싶어요.,4,5,2,4,3,2,small_group,"[""data"", ""public_policy"", ""craft""]",0,20000,False,,2026-06-05T07:26:57.175365+00:00
user_0058,28,서구,취업해야 하는데 자신이 없고 사람 만나는 것도 부담돼요. 요즘은 거의 집에만 있어요.,3,3,5,3,1,1,online,"[""writing"", ""design"", ""culture""]",45,0,True,,2026-06-05T07:26:57.175371+00:00
user_0059,28,부평구,밖에 나가는 건 어렵지만 오늘 할 수 있는 작은 준비부터 해보고 싶어요.,3,3,3,4,3,2,low_contact,"[""writing"", ""public_policy"", ""media""]",90,0,True,,2026-06-05T07:26:57.175378+00:00
user_0060,39,부평구,밖에 나가는 건 어렵지만 오늘 할 수 있는 작은 준비부터 해보고 싶어요.,4,5,4,5,2,2,online,"[""planning"", ""public_policy"", ""library"", ""media""]",20,10000,True,,2026-06-05T07:26:57.175384+00:00
user_0061,20,중구,짧은 글쓰기나 디자인 과제처럼 작은 결과물을 만들어보고 싶어요.,2,3,3,5,5,5,small_group,"[""library"", ""design"", ""writing""]",90,0,True,,2026-06-05T07:26:57.175390+00:00
user_0062,34,옹진군,청년공간이 궁금하지만 처음 방문하는 게 조금 어색합니다.,5,5,2,4,5,5,small_group,"[""library"", ""design""]",30,0,False,,2026-06-05T07:26:57.175395+00:00
user_0063,27,연수구,밖에 나가는 건 어렵지만 오늘 할 수 있는 작은 준비부터 해보고 싶어요.,2,2,5,2,2,3,low_contact,"[""library""]",90,0,False,,2026-06-05T07:26:57.175401+00:00
user_0064,25,옹진군,진로를 다시 생각해보고 싶은데 바로 교육 신청은 부담스럽습니다.,4,4,1,1,5,4,low_contact,"[""craft""]",20,5000,False,,2026-06-05T07:26:57.175406+00:00
user_0065,23,중구,가족이 걱정해서 도움을 알아보라고 했는데 상담부터 시작하기는 어렵습니다.,3,3,1,3,5,5,small_group,"[""design"", ""culture""]",20,20000,True,,2026-06-05T07:26:57.175412+00:00
user_0066,35,연수구,취업해야 하는데 자신이 없고 사람 만나는 것도 부담돼요. 요즘은 거의 집에만 있어요.,3,2,4,4,2,2,low_contact,"[""media""]",30,10000,False,,2026-06-05T07:26:57.175418+00:00
user_0067,29,옹진군,도서관이나 전시처럼 혼자 갈 수 있는 곳이면 조금 가능할 것 같아요.,4,5,1,4,1,1,small_group,"[""design""]",10,0,True,,2026-06-05T07:26:57.175423+00:00
user_0068,39,강화군,진로를 다시 생각해보고 싶은데 바로 교육 신청은 부담스럽습니다.,5,4,5,4,5,5,small_group,"[""design""]",60,10000,False,,2026-06-05T07:26:57.175429+00:00
user_0069,30,미추홀구,문화행사나 공모전 주제로 작은 포트폴리오를 만들고 싶습니다.,5,5,3,4,4,5,online,"[""library"", ""planning"", ""public_policy""]",10,0,False,,2026-06-05T07:26:57.175435+00:00
user_0070,38,남동구,가족이 걱정해서 도움을 알아보라고 했는데 상담부터 시작하기는 어렵습니다.,2,2,5,3,1,2,online,"[""planning"", ""library"", ""culture"", ""writing""]",10,20000,False,,2026-06-05T07:26:57.175441+00:00
user_0071,27,중구,도서관이나 전시처럼 혼자 갈 수 있는 곳이면 조금 가능할 것 같아요.,3,4,5,2,2,2,online,"[""craft"", ""data"", ""culture"", ""public_policy""]",30,5000,False,,2026-06-05T07:26:57.175447+00:00
user_0072,35,연수구,청년공간이 궁금하지만 처음 방문하는 게 조금 어색합니다.,4,3,1,2,3,2,online,"[""design""]",60,10000,True,,2026-06-05T07:26:57.175453+00:00
user_0073,27,서구,청년공간이 궁금하지만 처음 방문하는 게 조금 어색합니다.,1,2,3,3,3,2,online,"[""design""]",90,20000,False,,2026-06-05T07:26:57.175458+00:00
user_0074,20,연수구,청년공간이 궁금하지만 처음 방문하는 게 조금 어색합니다.,2,2,2,5,3,3,online,"[""data"", ""media"", ""public_policy""]",0,0,True,,2026-06-05T07:26:57.175465+00:00
user_0075,26,강화군,가족이 걱정해서 도움을 알아보라고 했는데 상담부터 시작하기는 어렵습니다.,3,4,2,3,2,1,low_contact,"[""writing"", ""data"", ""library"", ""public_policy""]",10,10000,False,,2026-06-05T07:26:57.175472+00:00
user_0076,29,미추홀구,문화행사나 공모전 주제로 작은 포트폴리오를 만들고 싶습니다.,5,5,5,1,1,2,small_group,"[""design"", ""library"", ""culture""]",45,0,False,,2026-06-05T07:26:57.175479+00:00
user_0077,21,강화군,밖에 나가는 건 어렵지만 오늘 할 수 있는 작은 준비부터 해보고 싶어요.,3,2,3,4,1,1,low_contact,"[""planning"", ""writing""]",20,5000,False,,2026-06-05T07:26:57.175486+00:00
user_0078,39,서구,문화행사나 공모전 주제로 작은 포트폴리오를 만들고 싶습니다.,3,3,3,3,2,3,online,"[""writing""]",90,20000,False,,2026-06-05T07:26:57.175494+00:00
user_0079,35,동구,짧은 글쓰기나 디자인 과제처럼 작은 결과물을 만들어보고 싶어요.,4,3,3,3,5,4,in_person,"[""public_policy"", ""data"", ""culture"", ""writing""]",90,10000,True,,2026-06-05T07:26:57.175500+00:00
user_0080,37,연수구,가족이 걱정해서 도움을 알아보라고 했는데 상담부터 시작하기는 어렵습니다.,3,2,3,1,3,3,small_group,"[""media""]",90,20000,True,,2026-06-05T07:26:57.175506+00:00
user_0081,30,남동구,청년공간이 궁금하지만 처음 방문하는 게 조금 어색합니다.,2,2,5,3,1,1,online,"[""media"", ""craft"", ""writing"", ""data""]",60,5000,False,,2026-06-05T07:26:57.175512+00:00
user_0082,28,계양구,도서관이나 전시처럼 혼자 갈 수 있는 곳이면 조금 가능할 것 같아요.,5,5,4,1,1,1,online,"[""design"", ""writing"", ""planning""]",10,5000,False,,2026-06-05T07:26:57.175518+00:00
user_0083,28,미추홀구,진로를 다시 생각해보고 싶은데 바로 교육 신청은 부담스럽습니다.,3,2,2,5,3,4,low_contact,"[""planning""]",45,10000,True,,2026-06-05T07:26:57.175524+00:00
user_0084,38,미추홀구,문화행사나 공모전 주제로 작은 포트폴리오를 만들고 싶습니다.,2,2,3,1,2,3,online,"[""writing"", ""data"", ""craft"", ""library""]",0,10000,False,,2026-06-05T07:26:57.175530+00:00
user_0085,28,계양구,청년공간이 궁금하지만 처음 방문하는 게 조금 어색합니다.,3,3,4,5,2,2,online,"[""data"", ""media"", ""craft""]",15,0,False,,2026-06-05T07:26:57.175536+00:00
user_0086,35,미추홀구,청년공간이 궁금하지만 처음 방문하는 게 조금 어색합니다.,1,2,4,4,2,2,online,"[""public_policy"", ""media""]",10,0,False,,2026-06-05T07:26:57.175542+00:00
user_0087,30,연수구,취업해야 하는데 자신이 없고 사람 만나는 것도 부담돼요. 요즘은 거의 집에만 있어요.,3,2,1,4,3,4,low_contact,"[""library"", ""design""]",45,0,False,,2026-06-05T07:26:57.175547+00:00
user_0088,38,중구,밖에 나가는 건 어렵지만 오늘 할 수 있는 작은 준비부터 해보고 싶어요.,2,2,2,2,3,3,small_group,"[""media"", ""data""]",0,5000,True,,2026-06-05T07:26:57.175552+00:00
user_0089,26,계양구,문화행사나 공모전 주제로 작은 포트폴리오를 만들고 싶습니다.,2,2,5,5,2,1,low_contact,"[""culture""]",10,0,False,,2026-06-05T07:26:57.175558+00:00
user_0090,30,연수구,청년공간이 궁금하지만 처음 방문하는 게 조금 어색합니다.,3,3,5,5,4,4,small_group,"[""data""]",15,0,False,,2026-06-05T07:26:57.175563+00:00
user_0091,21,부평구,진로를 다시 생각해보고 싶은데 바로 교육 신청은 부담스럽습니다.,3,2,1,5,3,3,online,"[""planning"", ""public_policy"", ""culture"", ""writing""]",10,20000,False,,2026-06-05T07:26:57.175620+00:00
user_0092,33,중구,짧은 글쓰기나 디자인 과제처럼 작은 결과물을 만들어보고 싶어요.,4,4,2,1,3,4,online,"[""media"", ""writing"", ""craft"", ""culture""]",20,0,False,,2026-06-05T07:26:57.175628+00:00
user_0093,20,부평구,짧은 글쓰기나 디자인 과제처럼 작은 결과물을 만들어보고 싶어요.,5,5,3,5,1,1,online,"[""public_policy"", ""planning""]",10,5000,False,,2026-06-05T07:26:57.175634+00:00
user_0094,32,동구,청년공간이 궁금하지만 처음 방문하는 게 조금 어색합니다.,4,3,4,5,4,5,small_group,"[""craft"", ""public_policy"", ""design""]",15,20000,True,,2026-06-05T07:26:57.175640+00:00
user_0095,20,부평구,청년공간이 궁금하지만 처음 방문하는 게 조금 어색합니다.,5,4,2,3,1,2,small_group,"[""writing"", ""media"", ""planning"", ""IT""]",30,0,True,,2026-06-05T07:26:57.175645+00:00
user_0096,21,연수구,가족이 걱정해서 도움을 알아보라고 했는데 상담부터 시작하기는 어렵습니다.,2,3,3,5,4,3,small_group,"[""writing""]",45,10000,False,,2026-06-05T07:26:57.175651+00:00
user_0097,26,동구,취업해야 하는데 자신이 없고 사람 만나는 것도 부담돼요. 요즘은 거의 집에만 있어요.,5,4,5,4,1,1,online,"[""library"", ""planning"", ""public_policy""]",15,10000,False,,2026-06-05T07:26:57.175657+00:00
user_0098,21,서구,도서관이나 전시처럼 혼자 갈 수 있는 곳이면 조금 가능할 것 같아요.,5,4,1,3,5,4,small_group,"[""IT"", ""design"", ""writing"", ""library""]",90,0,False,,2026-06-05T07:26:57.175663+00:00
user_0099,26,동구,진로를 다시 생각해보고 싶은데 바로 교육 신청은 부담스럽습니다.,4,4,3,1,3,2,small_group,"[""planning"", ""craft""]",15,0,False,,2026-06-05T07:26:57.175668+00:00
user_0100,31,서구,청년공간이 궁금하지만 처음 방문하는 게 조금 어색합니다.,5,5,3,3,1,2,online,"[""public_policy""]",60,20000,True,,2026-06-05T07:26:57.175674+00:00
user_0101,20,동구,도서관이나 전시처럼 혼자 갈 수 있는 곳이면 조금 가능할 것 같아요.,5,5,1,4,3,2,online,"[""library"", ""craft""]",30,0,True,,2026-06-05T07:26:57.175680+00:00
user_0102,35,미추홀구,도서관이나 전시처럼 혼자 갈 수 있는 곳이면 조금 가능할 것 같아요.,3,4,3,5,2,2,online,"[""writing"", ""public_policy"", ""design""]",15,20000,False,,2026-06-05T07:26:57.175686+00:00
user_0103,34,강화군,짧은 글쓰기나 디자인 과제처럼 작은 결과물을 만들어보고 싶어요.,1,2,3,5,5,4,online,"[""IT"", ""library"", ""culture""]",30,10000,True,,2026-06-05T07:26:57.175692+00:00
user_0104,38,미추홀구,가족이 걱정해서 도움을 알아보라고 했는데 상담부터 시작하기는 어렵습니다.,1,2,3,4,4,3,small_group,"[""media"", ""data"", ""IT"", ""writing""]",45,5000,False,,2026-06-05T07:26:57.175698+00:00
user_0105,22,중구,짧은 글쓰기나 디자인 과제처럼 작은 결과물을 만들어보고 싶어요.,4,4,3,1,2,2,online,"[""media"", ""IT"", ""writing""]",60,20000,False,,2026-06-05T07:26:57.175703+00:00
user_0106,21,계양구,문화행사나 공모전 주제로 작은 포트폴리오를 만들고 싶습니다.,3,3,3,3,2,2,small_group,"[""media"", ""public_policy"", ""data"", ""culture""]",20,0,False,,2026-06-05T07:26:57.175709+00:00
user_0107,23,남동구,가족이 걱정해서 도움을 알아보라고 했는데 상담부터 시작하기는 어렵습니다.,5,5,2,5,1,2,online,"[""library""]",60,5000,True,,2026-06-05T07:26:57.175714+00:00
user_0108,22,계양구,가족이 걱정해서 도움을 알아보라고 했는데 상담부터 시작하기는 어렵습니다.,3,2,5,3,1,2,small_group,"[""data"", ""design"", ""writing""]",45,20000,False,,2026-06-05T07:26:57.175720+00:00
user_0109,23,옹진군,도서관이나 전시처럼 혼자 갈 수 있는 곳이면 조금 가능할 것 같아요.,1,2,2,4,2,1,online,"[""media"", ""craft"", ""data""]",45,20000,True,,2026-06-05T07:26:57.175727+00:00
user_0110,37,남동구,취업해야 하는데 자신이 없고 사람 만나는 것도 부담돼요. 요즘은 거의 집에만 있어요.,5,5,5,3,4,4,online,"[""planning"", ""design"", ""library""]",90,5000,False,,2026-06-05T07:26:57.175733+00:00
user_0111,37,동구,진로를 다시 생각해보고 싶은데 바로 교육 신청은 부담스럽습니다.,5,5,5,2,5,5,small_group,"[""IT"", ""culture""]",0,10000,True,,2026-06-05T07:26:57.175738+00:00
user_0112,34,강화군,청년공간이 궁금하지만 처음 방문하는 게 조금 어색합니다.,4,5,4,4,2,3,online,"[""craft"", ""planning""]",45,0,False,,2026-06-05T07:26:57.175744+00:00
user_0113,36,남동구,진로를 다시 생각해보고 싶은데 바로 교육 신청은 부담스럽습니다.,4,4,3,5,5,5,small_group,"[""IT"", ""public_policy""]",30,5000,False,,2026-06-05T07:26:57.175749+00:00
user_0114,20,남동구,밖에 나가는 건 어렵지만 오늘 할 수 있는 작은 준비부터 해보고 싶어요.,4,4,3,4,4,4,online,"[""library"", ""planning"", ""writing"", ""media""]",45,10000,False,,2026-06-05T07:26:57.175756+00:00
user_0115,35,연수구,진로를 다시 생각해보고 싶은데 바로 교육 신청은 부담스럽습니다.,4,4,2,2,4,3,online,"[""IT"", ""culture""]",0,0,False,,2026-06-05T07:26:57.175761+00:00
user_0116,39,중구,밖에 나가는 건 어렵지만 오늘 할 수 있는 작은 준비부터 해보고 싶어요.,2,2,1,2,4,4,in_person,"[""IT"", ""public_policy"", ""planning"", ""writing""]",20,20000,False,,2026-06-05T07:26:57.175767+00:00
user_0117,37,옹진군,밖에 나가는 건 어렵지만 오늘 할 수 있는 작은 준비부터 해보고 싶어요.,3,2,3,2,1,1,online,"[""culture"", ""data"", ""public_policy""]",45,5000,False,,2026-06-05T07:26:57.175773+00:00
user_0118,24,서구,짧은 글쓰기나 디자인 과제처럼 작은 결과물을 만들어보고 싶어요.,4,3,5,4,5,5,online,"[""planning""]",15,0,False,,2026-06-05T07:26:57.175779+00:00
user_0119,22,미추홀구,도서관이나 전시처럼 혼자 갈 수 있는 곳이면 조금 가능할 것 같아요.,5,5,5,3,3,4,low_contact,"[""library""]",90,5000,False,,2026-06-05T07:26:57.175784+00:00
user_0120,22,서구,짧은 글쓰기나 디자인 과제처럼 작은 결과물을 만들어보고 싶어요.,4,4,4,4,1,2,online,"[""planning"", ""IT"", ""culture""]",15,10000,False,,2026-06-05T07:26:57.175790+00:00
user_0121,36,서구,진로를 다시 생각해보고 싶은데 바로 교육 신청은 부담스럽습니다.,4,4,1,3,3,2,online,"[""writing"", ""media"", ""planning"", ""IT""]",20,20000,False,,2026-06-05T07:26:57.175796+00:00
user_0122,35,서구,밖에 나가는 건 어렵지만 오늘 할 수 있는 작은 준비부터 해보고 싶어요.,1,2,5,4,1,2,online,"[""writing"", ""planning""]",20,20000,False,,2026-06-05T07:26:57.175802+00:00
